BookURI	BookCats	BookID	BookTitle	AuthorID	AuthorNam	EditorID	EditorNam	TranslID	TranslNam	BookRel
1367AntunJumayyil.Shawqi.Hindawi52724280	literary.criticism	52724280	شوقي	75924646	أنطون الجميِّل	None	None	None	None	None
1367HudaShacrawi.Mudhakkirat.Hindawi90647493	biographies	90647493	مذكرات هدى شعراوي	84606415	هدى شعراوي	None	None	None	None	None
1367HudaShacrawi.SalamCalami.Hindawi60614939	history	60614939	السلام العالمي ونصيب المرأة في تحقيقه	84606415	هدى شعراوي	None	None	None	None	None
1368AntunSacada.Qissatan.Hindawi58590941	novels	58590941	قصتان: عِيدُ سَيِّدةِ صَيْدنايا وفاجعَةُ حُبٍّ	62827060	أنطون سعادة	None	None	None	None	None
1368AntunSacada.SiracFikriFiAdabSuri.Hindawi79094150	literary.criticism	79094150	الصراع الفكري في الأدب السوري	62827060	أنطون سعادة	None	None	None	None	None
1368CaliJarim.DiwanCaliJarim.Hindawi48252913	poetry	48252913	ديوان علي الجارم	92581481	علي الجارم	None	None	None	None	None
1368CaliJarim.FarisBaniHamdan.Hindawi70593971	novels	70593971	فارس بني حمدان	92581481	علي الجارم	None	None	None	None	None
1368CaliJarim.FarisMulaththam.Hindawi68042963	novels	68042963	الفارس الملثم	92581481	علي الجارم	None	None	None	None	None
1368CaliJarim.GhadatRashid.Hindawi39649030	novels	39649030	غادة رشيد	92581481	علي الجارم	None	None	None	None	None
1368CaliJarim.HatifMinAndalus.Hindawi17979520	novels	17979520	هاتف من الأندلس	92581481	علي الجارم	None	None	None	None	None
1368CaliJarim.KhatimatMataf.Hindawi17291520	novels	17291520	خاتمة المطاف	92581481	علي الجارم	None	None	None	None	None
1368CaliJarim.MarahWalid.Hindawi81947462	novels	81947462	مرح الوليد	92581481	علي الجارم	None	None	None	None	None
1368CaliJarim.QissatCarabFiIsbaniya.Hindawi26949253	history	26949253	قصة العرب في إسبانيا	25292816	ستانلي لين بول	None	None	92581481	علي الجارم	1350StanleyLanePoole.MoorsInSpain (TRANSL)
1368CaliJarim.SahmMasmum.Hindawi69204269	novels	69204269	السهم المسموم	92581481	علي الجارم	None	None	None	None	None
1368CaliJarim.SayyidatQusur.Hindawi97031861	novels	97031861	سيدة القصور	92581481	علي الجارم	None	None	None	None	None
1368CaliJarim.ShacirMalik.Hindawi96853080	novels	96853080	شاعر ملك	92581481	علي الجارم	None	None	None	None	None
1368CaliJarim.ShacirTamuh.Hindawi40204702	novels	40204702	الشاعر الطموح	92581481	علي الجارم	None	None	None	None	None
1368CaliMahmudTaha.ArwahSharida.Hindawi40819616	literary.criticism :: literature	40819616	أرواح شاردة	18135375	علي محمود طه	None	None	None	None	None
1368CaliMahmudTaha.DiwanCaliMahmudTaha.Hindawi42647963	poetry	42647963	ديوان علي محمود طه	18135375	علي محمود طه	None	None	None	None	None
1368IbrahimCabdQadirMazini.AhadithMazini.Hindawi91637469	literature	91637469	أحاديث المازني	42571753	إبراهيم عبد القادر المازني	None	None	None	None	None
1368IbrahimCabdQadirMazini.CaMashi.Hindawi30603192	novels	30603192	ع الماشي	42571753	إبراهيم عبد القادر المازني	None	None	None	None	None
1368IbrahimCabdQadirMazini.CawdIlaBad.Hindawi86057520	novels	86057520	عود على بدء	42571753	إبراهيم عبد القادر المازني	None	None	None	None	None
1368IbrahimCabdQadirMazini.DiwanMazini.Hindawi52936026	poetry	52936026	ديوان المازني	42571753	إبراهيم عبد القادر المازني	None	None	None	None	None
1368IbrahimCabdQadirMazini.FiTariq.Hindawi93085140	novels	93085140	في الطريق	42571753	إبراهيم عبد القادر المازني	None	None	None	None	None
1368IbrahimCabdQadirMazini.GharizatMara.Hindawi93962649	plays	93962649	غريزة المرأة	42571753	إبراهيم عبد القادر المازني	None	None	None	None	None
1368IbrahimCabdQadirMazini.HisadHashim.Hindawi69469697	literary.criticism	69469697	حصاد الهشيم	42571753	إبراهيم عبد القادر المازني	None	None	None	None	None
1368IbrahimCabdQadirMazini.IbrahimKatib.Hindawi63502629	novels	63502629	إبراهيم الكاتب	42571753	إبراهيم عبد القادر المازني	None	None	None	None	None
1368IbrahimCabdQadirMazini.IbrahimThani.Hindawi13572470	novels	13572470	إبراهيم الثاني	42571753	إبراهيم عبد القادر المازني	None	None	None	None	None
1368IbrahimCabdQadirMazini.JarimatLordSaville.Hindawi37175297	literature	37175297	جريمة اللورد سافيل	47419369	أوسكار وايلد	None	None	42571753	إبراهيم عبد القادر المازني	1318OscarWilde.LordSavillesCrime (TRANSL)
1368IbrahimCabdQadirMazini.MinNafidha.Hindawi47374173	literature	47374173	من النافذة	42571753	إبراهيم عبد القادر المازني	None	None	None	None	None
1368IbrahimCabdQadirMazini.MukhtaratMinQasasInjlizi.Hindawi83702539	literature	83702539	مختارات من القَصَص الإنجليزي	42571753	إبراهيم عبد القادر المازني	None	None	None	None	None
1368IbrahimCabdQadirMazini.QabdRih.Hindawi17469747	literary.criticism	17469747	قبض الريح	42571753	إبراهيم عبد القادر المازني	None	None	None	None	None
1368IbrahimCabdQadirMazini.QissatHayat.Hindawi92790962	biographies	92790962	قصة حياة	42571753	إبراهيم عبد القادر المازني	None	None	None	None	None
1368IbrahimCabdQadirMazini.RihlaIlaHijaz.Hindawi72603515	travel.literature	72603515	رحلة إلى الحجاز	42571753	إبراهيم عبد القادر المازني	None	None	None	None	None
1368IbrahimCabdQadirMazini.SabilHayat.Hindawi63082470	literature	63082470	سبيل الحياة	42571753	إبراهيم عبد القادر المازني	None	None	None	None	None
1368IbrahimCabdQadirMazini.Sanin.Hindawi96869297	novels	96869297	سانين	18483842	ميخائيل أرتزيباشيف	None	None	42571753	إبراهيم عبد القادر المازني	1345MikhailArtsybashev.Sanin (TRANSL)
1368IbrahimCabdQadirMazini.Sharida.Hindawi81308482	novels	81308482	الشاردة	73174929	جون جالسورذي	None	None	42571753	إبراهيم عبد القادر المازني	1351JohnGalsworthy.Fugitive (TRANSL)
1368IbrahimCabdQadirMazini.Shicr.Hindawi59620314	literary.criticism	59620314	الشعر	42571753	إبراهيم عبد القادر المازني	None	None	None	None	None
1368IbrahimCabdQadirMazini.ShicrHafiz.Hindawi52928208	literary.criticism	52928208	شعر حافظ	42571753	إبراهيم عبد القادر المازني	None	None	None	None	None
1368IbrahimCabdQadirMazini.SunduqDunya.Hindawi85938393	literature	85938393	صندوق الدنيا	42571753	إبراهيم عبد القادر المازني	None	None	None	None	None
1368IbrahimCabdQadirMazini.ThalathatRijalWaImraa.Hindawi25714191	novels	25714191	ثلاثة رجال وامرأة	42571753	إبراهيم عبد القادر المازني	None	None	None	None	None
1368IbrahimRamzi.AbtalMansura.Hindawi50729579	plays	50729579	أبطال المنصورة	27535259	إبراهيم رمزي	None	None	None	None	None
1368IbrahimRamzi.BabQamar.Hindawi80968603	novels	80968603	باب القمر	27535259	إبراهيم رمزي	None	None	None	None	None
1368IbrahimRamzi.Badawiyya.Hindawi13680727	plays	13680727	البدوية	27535259	إبراهيم رمزي	None	None	None	None	None
1368IbrahimRamzi.BintIkhshid.Hindawi35794859	novels	35794859	بنت الإخشيد	27535259	إبراهيم رمزي	None	None	None	None	None
1368IbrahimRamzi.CaduwShacb.Hindawi26196406	plays	26196406	عدو الشعب	81528395	هنريك إبسن	None	None	27535259	إبراهيم رمزي	1324HenrikIbsen.Folkefiende (TRANSL)
1368IbrahimRamzi.CazzaBintKhalifa.Hindawi97425906	plays	97425906	عزة بنت الخليفة: رواية تمثيلية ذات فصل واحد	27535259	إبراهيم رمزي	None	None	None	None	None
1368IbrahimRamzi.DukhulHammam.Hindawi80617137	plays	80617137	دخول الحمام مش زي خروجه	27535259	إبراهيم رمزي	None	None	None	None	None
1368IbrahimRamzi.Hawari.Hindawi86815080	plays	86815080	الهواري: رواية تلحينية عربية ذات فصل واحد	27535259	إبراهيم رمزي	None	None	None	None	None
1368IbrahimRamzi.KalimatNabulyun.Hindawi91602803	history	91602803	كلِمات نابُليون	27535259	إبراهيم رمزي	None	None	None	None	None
1368IbrahimRamzi.MalikLear.Hindawi84057509	plays	84057509	الملك لير	51483537	ويليام شكسبير	None	None	27535259	إبراهيم رمزي	1024WilliamShakespeare.KingLear (TRANSL)
1368IbrahimRamzi.SarkhatTifl.Hindawi80297953	novels	80297953	صرخة الطفل: قصة تمثيلية عصرية في فصلين	29607190	إبراهيم رَمزي	None	None	None	None	None
1368IbrahimRamzi.TarikhFayyum.Hindawi27208072	history	27208072	تاريخ الفيوم	29607190	إبراهيم رَمزي	None	None	None	None	None
1368IbrahimRamzi.TarwidNimra.Hindawi28693080	plays	28693080	ترويض النمرة	51483537	ويليام شكسبير	None	None	27535259	إبراهيم رمزي	1024WilliamShakespeare.TamingOfShrew (TRANSL)
1368IdwarMurqus.AdabCarabiFiMaLahu.Hindawi25292964	literary.criticism	25292964	الأدب العربي في ما له وفي ما عليه	70975953	إدوار مرقص	None	None	None	None	None
1368KhalilMutran.Cutayl.Hindawi62708494	literature	62708494	عُطَيل	51483537	ويليام شكسبير	None	None	71926269	خليل مطران	1024WilliamShakespeare.Othello (TRANSL)
1368KhalilMutran.Hamlet.Hindawi73592460	plays	73592460	هَمْلِت	51483537	ويليام شكسبير	None	None	71926269	خليل مطران	1024WilliamShakespeare.Hamlet (TRANSL)
1368KhalilMutran.HilmAghustus.Hindawi36024294	literature	36024294	حلم أغسطس	61603935	بيار كورناي	None	None	71926269	خليل مطران	1095PierreCorneille.ClemenceDeAuguste (TRANSL)
1368KhalilMutran.Macbeth.Hindawi52040814	literature	52040814	مكبث	51483537	ويليام شكسبير	None	None	71926269	خليل مطران	1024WilliamShakespeare.Macbeth (TRANSL)
1368KhalilMutran.Sid.Hindawi82949141	literature	82949141	السيد	61603935	بيار كورناي	None	None	71926269	خليل مطران	1095PierreCorneille.ElCid (TRANSL)
1368KhalilMutran.TajirBundiqiyya.Hindawi39797960	literature	39797960	تاجر البندقية	51483537	ويليام شكسبير	None	None	71926269	خليل مطران	1024WilliamShakespeare.MerchantOfVenice (TRANSL)
1368MuhammadMuhsinBarazi.HuquqRumaniyya.Hindawi42971736	social.sciences	42971736	محاضرات في الحقوق الرومانية	97141731	محمد محسن البرازي	None	None	None	None	None
1368NajibNassar.Sahyuniyya.Hindawi81802831	history	81802831	الصهيونية: ملخص تاريخها، غايتها وامتدادها حتى سنة ١٩٠٥م	90495097	نجيب نصَّار	None	None	None	None	None
1368NajibRihani.Mudhakkirat.Hindawi51630730	biographies	51630730	مذكرات نجيب الريحاني	13164029	نجيب الريحاني	None	None	None	None	None
1368ShakibArslan.Diwan.Hindawi86427138	poetry	86427138	ديوان الأمير شكيب أرسلان	79369353	شكيب أرسلان	None	None	None	None	None
1368ShakibArslan.HulalSundusiyya01.Hindawi20790318	history	20790318	الحلل السندسية في الأخبار والآثار الأندلسية (الجزء الأول)	79369353	شكيب أرسلان	None	None	None	None	None
1368ShakibArslan.HulalSundusiyya02.Hindawi36840926	history	36840926	الحلل السندسية في الأخبار والآثار الأندلسية (الجزء الثاني)	79369353	شكيب أرسلان	None	None	None	None	None
1368ShakibArslan.HulalSundusiyya03.Hindawi26373808	history	26373808	الحلل السندسية في الأخبار والآثار الأندلسية (الجزء الثالث)	79369353	شكيب أرسلان	None	None	None	None	None
1368ShakibArslan.IrtisamatLutaf.Hindawi93924793	travel.literature	93924793	الارتسامات اللطاف في خاطر الحاج إلى أقدس مطاف	79369353	شكيب أرسلان	None	None	None	None	None
1368ShakibArslan.LimadhaTaakhkharaMuslimun.Hindawi69071351	history	69071351	لماذا تأخر المسلمون؟ ولماذا تقدم غيرهم؟	79369353	شكيب أرسلان	None	None	None	None	None
1368ShakibArslan.ShawqiSadaqatArbacinSana.Hindawi96809026	literature	96809026	شوقي: صداقة أربعين سنة	79369353	شكيب أرسلان	None	None	None	None	None
1368ShakibArslan.TarikhGhazawatCarab.Hindawi59024715	history	59024715	تاريخ غزوات العرب في فرنسا وسويسرا وإيطاليا وجزائر البحر المتوسط	79369353	شكيب أرسلان	None	None	None	None	None
1368ShakibArslan.TarikhIbnKhaldun.Hindawi74797079	history	74797079	تاريخ ابن خلدون	79369353	شكيب أرسلان	None	None	None	None	None
1368ZakariyaMihran.BankMarkazi.Hindawi58379149	economics :: history	58379149	البنك المركزي في العصور المختلفة	75147482	زكريا مهران	None	None	None	None	None
1368ZakariyaMihran.MujazNuqud.Hindawi52461953	economics	52461953	موجز النقود والسياسة النقدية	75147482	زكريا مهران	None	None	None	None	None
1368ZakariyaMihran.TarikhYufassirTadakhkhum.Hindawi81848130	economics	81848130	التاريخ يفسر التضخم والتقلص	75147482	زكريا مهران	None	None	None	None	None
1369AhmadHafizCawad.NapoleonFiMisr.Hindawi35825168	history	35825168	نابوليون بونابارت في مصر	38515157	أحمد حافظ عوض	None	None	None	None	None
1369AhmadHafizCawad.Yatim.Hindawi19395315	novels	19395315	اليتيم	38515157	أحمد حافظ عوض	None	None	None	None	None
1369AntonZikri.NilFiCahdFaracina.Hindawi85913029	history	85913029	النيل في عهد الفراعنة والعرب	97026070	أنطوان زكري	None	None	None	None	None
1369CaliMustafaMusharafa.CilmWaHayat.Hindawi41613081	science	41613081	العلم والحياة	63691809	علي مصطفى مشرفة	None	None	None	None	None
1369CaliMustafaMusharafa.DharraWaQanabilDharriyya.Hindawi60714615	science	60714615	الذرة والقنابل الذرية	63691809	علي مصطفى مشرفة	None	None	None	None	None
1369CaliMustafaMusharafa.NahnuWaCilm.Hindawi64704849	science	64704849	نحن والعلم	63691809	علي مصطفى مشرفة	None	None	None	None	None
1369FarajSulaymanFuad.ShuhadaCilmWaGhurba.Hindawi71316295	history :: literature	71316295	ذكرى شهداء العلم والغربة	49517486	فرج سليمان فؤاد	None	None	None	None	None
1369IsmacilSidqi.Mudhakkirati.Hindawi52646842	biographies	52646842	مذكراتي	62791971	إسماعيل صدقي	None	None	None	None	None
1370AhmadSamihKhalidi.AhlCilm.Hindawi41539374	history	41539374	أهل العلم بين مصر وفلسطين	20836370	أحمد سامح الخالدي	None	None	None	None	None
1370AhmadSamihKhalidi.MacahidMisriyya.Hindawi81714839	history	81714839	المعاهد المصرية في بيت المقدس	20836370	أحمد سامح الخالدي	None	None	None	None	None
1370AhmadSamihKhalidi.RijalHukmWaIdaraFiFilastin.Hindawi30802908	history	30802908	رجال الحكم والإدارة في فلسطين: من عهد الخلفاء الراشدين إلى القرن الرابع عشر الهجري	20836370	أحمد سامح الخالدي	None	None	None	None	None
1370CabdAllahHussayn.Mudhakkirati.Hindawi40639090	biographies	40639090	مذكراتي	18402424	عبد الله بن الحسين	None	None	None	None	None
1370CabdCazizFahmi.Diwan.Hindawi17957071	poetry	17957071	ديوان عزيز	79508351 :: 59624258	عزيز فهمي :: طه حسين #تقديم#	None	None	None	None	None
1370CabdCazizFahmi.HurufLatiniyya.Hindawi17907319	linguistics	17907319	الحروف اللاتينية لكتابة العربية	64050857	عبد العزيز فهمي	None	None	None	None	None
1370KhalilShaybub.FajrAwwal.Hindawi39182749	poetry	39182749	الفجر الأول	96418194	خليل شيبوب	None	None	None	None	None
1370NabawiyyaMusa.Diwan.Hindawi59424964	poetry	59424964	ديوان السيدة نبوية موسى	46025269	نبوية موسى	None	None	None	None	None
1370NabawiyyaMusa.MaraWaCamal.Hindawi75148407	social.sciences	75148407	المرأة والعمل	46025269	نبوية موسى	None	None	None	None	None
1370NabawiyyaMusa.MutalacaCarabiyya.Hindawi75352027	literature	75352027	المطالعة العربية: لمدارس البنات	46025269	نبوية موسى	None	None	None	None	None
1370NabawiyyaMusa.NubHutb.Hindawi61514790	plays	61514790	نوب حتب	46025269	نبوية موسى	None	None	None	None	None
1370NabawiyyaMusa.TarikhiBiQalami.Hindawi26479535	biographies	26479535	تاريخي بقلمي	46025269	نبوية موسى	None	None	None	None	None
1370SalimQabcin.LaaliSaniyyaFiTahaniSultaniyya.Hindawi39480526	history	39480526	اللآلئ السنية في التهاني السلطانية	47253636	سليم قبعين	None	None	None	None	None
1370SalimQabcin.MadhhabTulstuy.Hindawi31618696	biographies	31618696	مذهب تولستوي	47253636	سليم قبعين	None	None	None	None	None
1370SalimQabcin.QisasRusiyya.Hindawi86860817	novels	86860817	قصص روسية	47253636	سليم قبعين	None	None	None	None	None
1370SalimQabcin.TarikhAlRumanuf.Hindawi84857157	history	84857157	تاريخ آل رومانوف	47253636	سليم قبعين	None	None	None	None	None
1370SalimQubcayn.HikamNabiMuhammad.Hindawi95964739	history	95964739	حِكَم النَّبي مُحَمَّد	70462502	ليو تولستوي	None	None	47253636	سليم قبعين	1328LeoTolstoy (TRANSL)
1370SalimQubcayn.HuquqMaraFiIslam.Hindawi51363641	history	51363641	حقوق المرأة في الإسلام	36264752	أحمد أجاييف	None	None	47253636	سليم قبعين	1358AhmedAgaev.IslamliktaKadin (TRANSL)
1370SalimQubcayn.InjilTolstoy.Hindawi71814195	literature	71814195	إنجيل تولستوي وديانته	70462502	ليو تولستوي	None	None	47253636	سليم قبعين	1328LeoTolstoy.MyReligion (TRANSL)
1370SalimQubcayn.MamlakatJahannamWaKhamr.Hindawi90504631	literature	90504631	مملكة جهنم والخمر	70462502	ليو تولستوي	None	None	47253636	سليم قبعين	1328LeoTolstoy (TRANSL)
1371IlyasAntonIlyas.AhadithRusiyya.Hindawi70359374	literature	70359374	أحاديث روسية	79480619	إلياس أنطون	None	None	None	None	None
1371JaquesTajir.AqbatWaMuslimun.Hindawi25095731	history	25095731	أقباط ومسلمون: منذ الفتح العربي إلى عام ١٩٢٢م	60831829	جاك تاجر	None	None	None	None	None
1371JaquesTajir.HarakatTarjamaBiMisr.Hindawi31613630	history	31613630	حركة الترجمة بمصر خلال القرن التاسع عشر	60831829	جاك تاجر	None	None	None	None	None
1371LabibaMadiHashim.GhadaInjliziyya.Hindawi81936309	novels	81936309	الغادة الإنجليزية	53630386	لبيبة ماضي هاشم	None	None	None	None	None
1371LabibaMadiHashim.QalbRajul.Hindawi47351684	novels	47351684	قلب الرجل	53630386	لبيبة ماضي هاشم	None	None	None	None	None
1371ZakiMubarak.AkhlaqCindaGhazali.Hindawi59507481	literary.criticism	59507481	الأخلاق عند الغزالي	41796397	زكي مبارك	None	None	None	None	None
1371ZakiMubarak.AsmarWaAhadith.Hindawi74831386	literary.criticism	74831386	الأسمار والأحاديث	41796397	زكي مبارك	None	None	None	None	None
1371ZakiMubarak.Badaic.Hindawi19139738	literature	19139738	البدائع	41796397	زكي مبارك	None	None	None	None	None
1371ZakiMubarak.CabqariyyatSharifRadi.Hindawi57072526	literary.criticism	57072526	عبقرية الشَّريف الرَّضي	41796397	زكي مبارك	None	None	None	None	None
1371ZakiMubarak.CushshaqThalatha.Hindawi59507358	literary.criticism	59507358	العشاق الثلاثة	41796397	زكي مبارك	None	None	None	None	None
1371ZakiMubarak.DhikrayatBaris.Hindawi82796808	travel.literature	82796808	ذكريات باريس	41796397	زكي مبارك	None	None	None	None	None
1371ZakiMubarak.HubbIbnAbiRabicaWaShicruhu.Hindawi50704646	poetry	50704646	حُب ابن أبي ربيعة وشعره	41796397	زكي مبارك	None	None	None	None	None
1371ZakiMubarak.LughaDinTaqlid.Hindawi39040372	linguistics :: history	39040372	اللغة والدين والتقاليد في حياة الاستقلال	41796397	زكي مبارك	None	None	None	None	None
1371ZakiMubarak.MadaihNabawiyya.Hindawi51519061	literature :: poetry	51519061	المدائح النبوية في الأدب العربي	41796397	زكي مبارك	None	None	None	None	None
1371ZakiMubarak.MadamicCushshaq.Hindawi92480708	literature	92480708	مدامع العشاق	41796397	زكي مبارك	None	None	None	None	None
1371ZakiMubarak.MuwazanaBaynaShucara.Hindawi37141640	literary.criticism	37141640	الموازنة بين الشعراء	41796397	زكي مبارك	None	None	None	None	None
1371ZakiMubarak.NathrFanniFiQarnRabic.Hindawi63146390	literary.criticism	63146390	النثر الفني في القرن الرابع	41796397	زكي مبارك	None	None	None	None	None
1371ZakiMubarak.Tasawwuf.Hindawi81316951	philosophy	81316951	التَّصوف الإسلامي في الأدب والأخلاق	41796397	زكي مبارك	None	None	None	None	None
1371ZakiMubarak.WahyBaghdad.Hindawi38196806	literature	38196806	وحي بغداد	41796397	زكي مبارك	None	None	None	None	None
1372IbrahimNaji.RisalatHayat.Hindawi62724961	literature	62724961	رسالة الحياة	97571481	إبراهيم ناجي	None	None	None	None	None
1372IbrahimNaji.ShicrIrahimNaji.Hindawi60469752	poetry	60469752	شعر إبراهيم ناجي	97571481	إبراهيم ناجي	None	None	None	None	None
1372IbrahimNaji.TawfiqHakim.Hindawi91520240	literary.criticism	91520240	توفيق الحكيم	97571481 :: 36429484	إبراهيم ناجي :: إسماعيل أدهم	None	None	None	None	None
1372KhalilSakakini.LiDhikraka.Hindawi79594286	literature	79594286	لذكراك	59792931	خليل السكاكيني	None	None	None	None	None
1372KhalilSakakini.MutalacatFiLughaWaAdab.Hindawi79708060	literature	79708060	مطالعات في اللغة والأدب	59792931	خليل السكاكيني	None	None	None	None	None
1372KurdCali.AqwalunaWaAfcaluna.Hindawi84140608	social.sciences	84140608	أقوالنا وأفعالنا	59604649	محمد كرد علي	None	None	None	None	None
1372KurdCali.DimashqMadinatSihrWaShicr.Hindawi81802595	history	81802595	دمشق مدينة السحر والشعر	59604649	محمد كرد علي	None	None	None	None	None
1372KurdCali.GhabirAndalusWaHadiruha.Hindawi51620274	history	51620274	غابر الأندلس وحاضرها	59604649	محمد كرد علي	None	None	None	None	None
1372KurdCali.IdaraIslamiyyaFiCizzCarab.Hindawi59250728	history	59250728	الإدارة الإسلامية في عز العرب	59604649	محمد كرد علي	None	None	None	None	None
1372KurdCali.IslamWaHadaraCarabiyya.Hindawi68305130	history	68305130	الإسلام والحضارة العربية	59604649	محمد كرد علي	None	None	None	None	None
1372KurdCali.QadimWaHadith.Hindawi84739682	literature	84739682	القديم والحديث	59604649	محمد كرد علي	None	None	None	None	None
1372KurdCali.RasailBulagha.Hindawi50926304	literature	50926304	رسائل البلغاء	59604649	محمد كرد علي	None	None	None	None	None
1372MuhammadLutfiJumca.BaynaAsadIfriqiWaNamirItali.Hindawi63827241	history	63827241	بين الأسد الأفريقي والنمر الإيطالي: بحث تحليلي تاريخي ونفساني واجتماعي في المشكلة الحبشية الإيطالية	72703631	محمد لطفي جمعة	None	None	None	None	None
1372MuhammadLutfiJumca.FiWadiHumum.Hindawi63724059	novels	63724059	في وادي الهموم	72703631	محمد لطفي جمعة	None	None	None	None	None
1372MuhammadLutfiJumca.HayatSharq.Hindawi49069206	history	49069206	حياة الشرق: دُوله وشعوبه وماضيه وحاضره	72703631	محمد لطفي جمعة	None	None	None	None	None
1372MuhammadLutfiJumca.HikamNapulyun.Hindawi81614607	literature	81614607	حكم ناپوليون	72703631	محمد لطفي جمعة	None	None	None	None	None
1372MuhammadLutfiJumca.HikmaMashriqiyya.Hindawi36094974	literature	36094974	الحكمة المشرقية	72703631	محمد لطفي جمعة	None	None	None	None	None
1372MuhammadLutfiJumca.ShihabRasid.Hindawi86869064	literary.criticism	86869064	الشهاب الراصد	72703631	محمد لطفي جمعة	None	None	None	None	None
1372MuhammadLutfiJumca.TarikhFalasifatIslam.Hindawi40948193	philosophy :: history	40948193	تاريخ فلاسفة الإسلام: دراسة شاملة عن حياتهم وأعمالهم ونقد تحليلي عن آرائهم الفلسفية	72703631	محمد لطفي جمعة	None	None	None	None	None
1372MuhammadLutfiJumca.TarikhMabadiIqtisadiyya.Hindawi91480861	economics	91480861	محاضرات في تاريخ المبادئ الاقتصادية والنظامات الأوروبية	72703631	محمد لطفي جمعة	None	None	None	None	None
1372MuhammadLutfiJumca.TidhkarSiba.Hindawi13919490	travel.literature :: biographies	13919490	تذكار الصبا: ذكرى ١٩ مارس	72703631	محمد لطفي جمعة	None	None	None	None	None
1372SalahDinDhuhani.AqwaMinHubb.Hindawi26042464	novels	26042464	أقوى من الحب	40816042	صلاح الدين ذهني	None	None	None	None	None
1372SalahDinDhuhani.SafahatMatwiyya.Hindawi52694130	literature	52694130	صفحات مطوية	40816042	صلاح الدين ذهني	None	None	None	None	None
1372SalmaSaigh.Nasamat.Hindawi57097372	literature	57097372	النسمات	95964285	سلمى صائغ	None	None	None	None	None
1373AhmadAmin.DuhaIslam.Hindawi30536269	history	30536269	ضحى الإسلام	20953090	أحمد أمين	None	None	None	None	None
1373AhmadAmin.FajrIslam.Hindawi92024806	history	92024806	فجر الإسلام	20953090	أحمد أمين	None	None	None	None	None
1373AhmadAmin.FaydKhatir01.Hindawi59616186	literature	59616186	فيض الخاطر (الجزء الأول)	20953090	أحمد أمين	None	None	None	None	None
1373AhmadAmin.FaydKhatir02.Hindawi47931636	literature	47931636	فيض الخاطر (الجزء الثاني)	20953090	أحمد أمين	None	None	None	None	None
1373AhmadAmin.FaydKhatir03.Hindawi72708279	literature	72708279	فيض الخاطر (الجزء الثالث)	20953090	أحمد أمين	None	None	None	None	None
1373AhmadAmin.FaydKhatir04.Hindawi41526904	literature	41526904	فيض الخاطر (الجزء الرابع)	20953090	أحمد أمين	None	None	None	None	None
1373AhmadAmin.FaydKhatir05.Hindawi69525952	literature	69525952	فيض الخاطر (الجزء الخامس)	20953090	أحمد أمين	None	None	None	None	None
1373AhmadAmin.FaydKhatir06.Hindawi59615307	literature	59615307	فيض الخاطر (الجزء السادس)	20953090	أحمد أمين	None	None	None	None	None
1373AhmadAmin.FaydKhatir07.Hindawi49741351	literature	49741351	فيض الخاطر (الجزء السابع)	20953090	أحمد أمين	None	None	None	None	None
1373AhmadAmin.FaydKhatir08.Hindawi40905031	literature	40905031	فيض الخاطر (الجزء الثامن)	20953090	أحمد أمين	None	None	None	None	None
1373AhmadAmin.FaydKhatir09.Hindawi79181852	literature	79181852	فيض الخاطر (الجزء التاسع)	20953090	أحمد أمين	None	None	None	None	None
1373AhmadAmin.FaydKhatir10.Hindawi49308369	literature	49308369	فيض الخاطر (الجزء العاشر)	20953090	أحمد أمين	None	None	None	None	None
1373AhmadAmin.HarunRashid.Hindawi51719608	history	51719608	هارون الرشيد	20953090	أحمد أمين	None	None	None	None	None
1373AhmadAmin.Hayati.Hindawi79372917	biographies	79372917	حياتي	20953090	أحمد أمين	None	None	None	None	None
1373AhmadAmin.IlaWaladi.Hindawi36069074	literature	36069074	إلى ولدي	20953090	أحمد أمين	None	None	None	None	None
1373AhmadAmin.KitabAkhlaq.Hindawi74719294	philosophy	74719294	كتاب الأخلاق	20953090	أحمد أمين	None	None	None	None	None
1373AhmadAmin.MabadiFalsafa.Hindawi19179686	philosophy	19179686	مبادئ الفلسفة	75352418	أ. س. رابوبرت	None	None	20953090	أحمد أمين	1428AnatolRapoport.MabadiFalsafa (TRANSL)
1373AhmadAmin.MahdiWaMahdawiyyun.Hindawi35314719	history	35314719	المهدي والمهدوية	20953090	أحمد أمين	None	None	None	None	None
1373AhmadAmin.NaqdAdabi.Hindawi24682079	literary.criticism	24682079	النقد الأدبي	20953090	أحمد أمين	None	None	None	None	None
1373AhmadAmin.QamusCadatWaTaqalidWaTacabirMisriyya.Hindawi81902572	literature	81902572	قاموس العادات والتقاليد والتعابير المصرية	20953090	أحمد أمين	None	None	None	None	None
1373AhmadAmin.SaclawaWaFutuwwaFiIslam.Hindawi52963131	literary.criticism :: history	52963131	الصعلكة والفتوة في الإسلام	20953090	أحمد أمين	None	None	None	None	None
1373AhmadAmin.SharqWaGharb.Hindawi31951509	history	31951509	الشرق والغرب	20953090	أحمد أمين	None	None	None	None	None
1373AhmadAmin.YawmIslam.Hindawi38307359	history	38307359	يوم الإسلام	20953090	أحمد أمين	None	None	None	None	None
1373AhmadAmin.ZucamaIslahFiCasrHadith.Hindawi35757396	history	35757396	زعماء الإصلاح في العصر الحديث	20953090	أحمد أمين	None	None	None	None	None
